phenotype_names,CTQ_Term,Sex,Region,Effect_Size_Main_Ped,P_Main_Ped,Q_Main_Ped,Significant_Main_Ped,Effect_Size_Cov_Ped,P_Cov_Ped,Q_Cov_Ped,Significant_Cov_Ped,Sample_Size_Ped,Effect_Size_Main_YA,P_Main_YA,Q_Main_YA,Significant_Main_YA,Effect_Size_Cov_YA,P_Cov_YA,Q_Cov_YA,Significant_Cov_YA,Sample_Size_YA,Effect_Size_Main_OA,P_Main_OA,Q_Main_OA,Significant_Main_OA,Effect_Size_Cov_OA,P_Cov_OA,Q_Cov_OA,Significant_Cov_OA,Sample_Size_OA
cortical_thickness,CTQ_Neglect,male,L_caudalmiddlefrontal_thickavg,-0.03 (0.085),7.21E-01,9.20E-01,No,0.166 (0.189),3.80E-01,8.07E-01,No,159,0.017 (0.04),6.75E-01,7.65E-01,No,-0.162 (0.084),5.51E-02,1.96E-01,No,742,-0.053 (0.044),2.32E-01,9.87E-01,No,-0.019 (0.09),8.34E-01,8.86E-01,No,585
cortical_thickness,CTQ_Neglect,male,L_cuneus_thickavg,-0.052 (0.085),5.38E-01,8.60E-01,No,0.298 (0.188),1.15E-01,5.45E-01,No,159,0.066 (0.04),1.02E-01,3.14E-01,No,-0.137 (0.084),1.05E-01,2.74E-01,No,742,0.02 (0.044),6.51E-01,9.87E-01,No,-0.002 (0.09),9.86E-01,9.87E-01,No,585
cortical_thickness,CTQ_Neglect,male,L_entorhil_thickavg,0.091 (0.084),2.84E-01,8.60E-01,No,0.184 (0.187),3.27E-01,8.07E-01,No,159,-0.078 (0.04),5.25E-02,2.98E-01,No,0.182 (0.084),3.11E-02,1.44E-01,No,742,-0.035 (0.044),4.32E-01,9.87E-01,No,0.197 (0.09),2.93E-02,1.66E-01,No,585
cortical_thickness,CTQ_Neglect,male,L_fusiform_thickavg,0.103 (0.085),2.27E-01,8.60E-01,No,0.106 (0.188),5.74E-01,8.07E-01,No,159,-0.013 (0.04),7.52E-01,8.18E-01,No,0.244 (0.084),3.81E-03,5.94E-02,No,742,0.052 (0.044),2.37E-01,9.87E-01,No,0.153 (0.09),8.97E-02,2.54E-01,No,585
cortical_thickness,CTQ_Neglect,male,L_inferiorparietal_thickavg,0.125 (0.085),1.42E-01,7.93E-01,No,-0.191 (0.188),3.12E-01,8.07E-01,No,159,0.032 (0.04),4.31E-01,6.32E-01,No,-0.179 (0.084),3.39E-02,1.44E-01,No,742,0.015 (0.044),7.33E-01,9.87E-01,No,-0.047 (0.09),6.07E-01,7.64E-01,No,585
cortical_thickness,CTQ_Neglect,male,L_inferiortemporal_thickavg,0.082 (0.085),3.34E-01,8.60E-01,No,0.175 (0.188),3.52E-01,8.07E-01,No,159,-0.048 (0.04),2.28E-01,4.73E-01,No,0.24 (0.084),4.37E-03,5.94E-02,No,742,0.023 (0.044),5.95E-01,9.87E-01,No,0.155 (0.09),8.54E-02,2.54E-01,No,585
cortical_thickness,CTQ_Neglect,male,L_isthmuscingulate_thickavg,0.065 (0.085),4.45E-01,8.60E-01,No,-0.14 (0.189),4.60E-01,8.07E-01,No,159,-0.062 (0.04),1.27E-01,3.46E-01,No,0.02 (0.084),8.14E-01,9.38E-01,No,742,0.018 (0.044),6.88E-01,9.87E-01,No,-0.063 (0.09),4.84E-01,6.47E-01,No,585
cortical_thickness,CTQ_Neglect,male,L_lateraloccipital_thickavg,0.147 (0.084),8.32E-02,7.07E-01,No,-0.14 (0.188),4.57E-01,8.07E-01,No,159,-0.006 (0.04),8.91E-01,9.18E-01,No,-0.001 (0.085),9.92E-01,9.92E-01,No,742,0.025 (0.044),5.76E-01,9.87E-01,No,-0.124 (0.09),1.71E-01,3.42E-01,No,585
cortical_thickness,CTQ_Neglect,male,L_lateralorbitofrontal_thickavg,-0.085 (0.084),3.14E-01,8.60E-01,No,0.408 (0.187),3.03E-02,5.45E-01,No,159,0.012 (0.04),7.70E-01,8.18E-01,No,0.103 (0.084),2.25E-01,4.26E-01,No,742,-0.008 (0.044),8.49E-01,9.87E-01,No,0.031 (0.09),7.35E-01,8.33E-01,No,585
cortical_thickness,CTQ_Neglect,male,L_lingual_thickavg,-0.17 (0.084),4.40E-02,6.99E-01,No,0.331 (0.186),7.74E-02,5.45E-01,No,159,0.053 (0.04),1.93E-01,4.36E-01,No,-0.036 (0.084),6.67E-01,8.25E-01,No,742,-0.013 (0.044),7.62E-01,9.87E-01,No,-0.199 (0.09),2.69E-02,1.66E-01,No,585
cortical_thickness,CTQ_Neglect,male,L_medialorbitofrontal_thickavg,0.078 (0.084),3.54E-01,8.60E-01,No,0.363 (0.185),5.18E-02,5.45E-01,No,159,0.045 (0.04),2.67E-01,4.78E-01,No,-0.048 (0.084),5.68E-01,7.57E-01,No,742,0.02 (0.044),6.52E-01,9.87E-01,No,0.004 (0.09),9.62E-01,9.87E-01,No,585
cortical_thickness,CTQ_Neglect,male,L_middletemporal_thickavg,-0.001 (0.085),9.93E-01,9.93E-01,No,0.119 (0.189),5.30E-01,8.07E-01,No,159,-0.102 (0.04),1.13E-02,1.54E-01,No,0.272 (0.084) *,1.26E-03,2.85E-02,Yes,742,-0.013 (0.044),7.66E-01,9.87E-01,No,0.229 (0.09),1.11E-02,1.26E-01,No,585
cortical_thickness,CTQ_Neglect,male,L_parahippocampal_thickavg,0.026 (0.085),7.57E-01,9.20E-01,No,-0.115 (0.189),5.43E-01,8.07E-01,No,159,0.06 (0.04),1.39E-01,3.46E-01,No,0.075 (0.084),3.71E-01,6.31E-01,No,742,-0.091 (0.044),4.05E-02,9.87E-01,No,0.199 (0.09),2.71E-02,1.66E-01,No,585
cortical_thickness,CTQ_Neglect,male,L_paracentral_thickavg,-0.065 (0.085),4.47E-01,8.60E-01,No,-0.063 (0.189),7.37E-01,9.12E-01,No,159,-0.045 (0.04),2.66E-01,4.78E-01,No,-0.044 (0.084),6.04E-01,7.90E-01,No,742,0.033 (0.044),4.62E-01,9.87E-01,No,-0.139 (0.09),1.22E-01,2.86E-01,No,585
cortical_thickness,CTQ_Neglect,male,L_parsopercularis_thickavg,-0.064 (0.083),4.43E-01,8.60E-01,No,-0.409 (0.185),2.86E-02,5.45E-01,No,159,-0.067 (0.04),9.80E-02,3.14E-01,No,0.01 (0.084),9.07E-01,9.64E-01,No,742,-0.036 (0.044),4.21E-01,9.87E-01,No,-0.131 (0.09),1.47E-01,3.03E-01,No,585
cortical_thickness,CTQ_Neglect,male,L_parsorbitalis_thickavg,-0.047 (0.085),5.82E-01,8.80E-01,No,0.293 (0.188),1.21E-01,5.45E-01,No,159,0.003 (0.04),9.47E-01,9.47E-01,No,-0.091 (0.084),2.83E-01,5.07E-01,No,742,-0.001 (0.044),9.87E-01,9.87E-01,No,-0.062 (0.09),4.95E-01,6.47E-01,No,585
cortical_thickness,CTQ_Neglect,male,L_parstriangularis_thickavg,-0.037 (0.084),6.59E-01,9.14E-01,No,0.33 (0.188),8.05E-02,5.45E-01,No,159,-0.026 (0.04),5.23E-01,6.72E-01,No,0.016 (0.085),8.49E-01,9.47E-01,No,742,-0.015 (0.044),7.38E-01,9.87E-01,No,-0.001 (0.09),9.87E-01,9.87E-01,No,585
cortical_thickness,CTQ_Neglect,male,L_pericalcarine_thickavg,-0.094 (0.084),2.64E-01,8.60E-01,No,0.344 (0.187),6.81E-02,5.45E-01,No,159,0.073 (0.04),6.68E-02,3.14E-01,No,-0.295 (0.084) *,4.55E-04,1.55E-02,Yes,742,0.016 (0.044),7.20E-01,9.87E-01,No,-0.137 (0.09),1.29E-01,2.86E-01,No,585
cortical_thickness,CTQ_Neglect,male,L_postcentral_thickavg,-0.131 (0.084),1.23E-01,7.93E-01,No,-0.044 (0.188),8.15E-01,9.39E-01,No,159,-0.039 (0.04),3.37E-01,5.59E-01,No,-0.034 (0.084),6.88E-01,8.35E-01,No,742,0.018 (0.044),6.82E-01,9.87E-01,No,-0.072 (0.09),4.28E-01,6.32E-01,No,585
cortical_thickness,CTQ_Neglect,male,L_posteriorcingulate_thickavg,0.012 (0.085),8.92E-01,9.33E-01,No,-0.082 (0.189),6.66E-01,8.39E-01,No,159,-0.046 (0.04),2.55E-01,4.78E-01,No,0.141 (0.084),9.56E-02,2.60E-01,No,742,-0.057 (0.044),2.01E-01,9.87E-01,No,-0.073 (0.09),4.19E-01,6.32E-01,No,585
cortical_thickness,CTQ_Neglect,male,L_precentral_thickavg,-0.021 (0.085),8.07E-01,9.20E-01,No,-0.128 (0.189),4.99E-01,8.07E-01,No,159,-0.064 (0.04),1.10E-01,3.24E-01,No,-0.041 (0.084),6.24E-01,8.00E-01,No,742,0.004 (0.044),9.31E-01,9.87E-01,No,-0.062 (0.09),4.91E-01,6.47E-01,No,585
cortical_thickness,CTQ_Neglect,male,L_precuneus_thickavg,0.053 (0.085),5.31E-01,8.60E-01,No,-0.142 (0.189),4.54E-01,8.07E-01,No,159,0.066 (0.04),9.93E-02,3.14E-01,No,-0.091 (0.084),2.82E-01,5.07E-01,No,742,-0.035 (0.044),4.35E-01,9.87E-01,No,-0.077 (0.09),3.92E-01,6.19E-01,No,585
cortical_thickness,CTQ_Neglect,male,L_rostralanteriorcingulate_thickavg,0.164 (0.084),5.14E-02,6.99E-01,No,0.131 (0.186),4.82E-01,8.07E-01,No,159,-0.032 (0.04),4.23E-01,6.32E-01,No,0.117 (0.084),1.67E-01,3.55E-01,No,742,-0.006 (0.044),8.89E-01,9.87E-01,No,0.069 (0.09),4.48E-01,6.47E-01,No,585
cortical_thickness,CTQ_Neglect,male,L_rostralmiddlefrontal_thickavg,-0.052 (0.085),5.41E-01,8.60E-01,No,-0.01 (0.189),9.60E-01,9.63E-01,No,159,0.06 (0.04),1.39E-01,3.46E-01,No,-0.159 (0.084),5.96E-02,1.96E-01,No,742,0.017 (0.044),6.95E-01,9.87E-01,No,-0.028 (0.09),7.61E-01,8.48E-01,No,585
cortical_thickness,CTQ_Neglect,male,L_superiorfrontal_thickavg,-0.078 (0.085),3.62E-01,8.60E-01,No,0.162 (0.189),3.92E-01,8.07E-01,No,159,0.044 (0.04),2.77E-01,4.84E-01,No,-0.102 (0.084),2.26E-01,4.26E-01,No,742,-0.066 (0.044),1.38E-01,9.87E-01,No,-0.064 (0.09),4.77E-01,6.47E-01,No,585
cortical_thickness,CTQ_Neglect,male,L_superiorparietal_thickavg,-0.019 (0.085),8.27E-01,9.21E-01,No,-0.04 (0.189),8.35E-01,9.39E-01,No,159,0.081 (0.04),4.31E-02,2.67E-01,No,-0.158 (0.084),6.05E-02,1.96E-01,No,742,0.044 (0.044),3.24E-01,9.87E-01,No,-0.132 (0.09),1.43E-01,3.03E-01,No,585
cortical_thickness,CTQ_Neglect,male,L_superiortemporal_thickavg,0.023 (0.085),7.92E-01,9.20E-01,No,-0.036 (0.189),8.47E-01,9.39E-01,No,159,-0.07 (0.04),8.25E-02,3.14E-01,No,0.184 (0.084),2.89E-02,1.44E-01,No,742,0.021 (0.044),6.29E-01,9.87E-01,No,0.205 (0.09),2.26E-02,1.66E-01,No,585
cortical_thickness,CTQ_Neglect,male,L_supramargil_thickavg,0.126 (0.084),1.39E-01,7.93E-01,No,-0.265 (0.188),1.60E-01,5.45E-01,No,159,0.027 (0.04),4.96E-01,6.61E-01,No,-0.124 (0.084),1.41E-01,3.13E-01,No,742,0.019 (0.044),6.73E-01,9.87E-01,No,0.073 (0.09),4.16E-01,6.32E-01,No,585
cortical_thickness,CTQ_Neglect,male,L_frontalpole_thickavg,0.069 (0.085),4.19E-01,8.60E-01,No,0.102 (0.189),5.88E-01,8.07E-01,No,159,0.028 (0.04),4.83E-01,6.57E-01,No,-0.037 (0.085),6.63E-01,8.25E-01,No,742,-0.027 (0.044),5.36E-01,9.87E-01,No,0.037 (0.09),6.80E-01,8.12E-01,No,585
cortical_thickness,CTQ_Neglect,male,L_temporalpole_thickavg,-0.067 (0.085),4.29E-01,8.60E-01,No,0.265 (0.188),1.60E-01,5.45E-01,No,159,-0.076 (0.04),5.80E-02,3.03E-01,No,0.221 (0.084),8.76E-03,8.51E-02,No,742,0.019 (0.044),6.72E-01,9.87E-01,No,0.184 (0.09),4.09E-02,1.88E-01,No,585
cortical_thickness,CTQ_Neglect,male,L_transversetemporal_thickavg,0.114 (0.084),1.78E-01,8.35E-01,No,0.135 (0.187),4.73E-01,8.07E-01,No,159,0.018 (0.04),6.61E-01,7.62E-01,No,0.006 (0.085),9.41E-01,9.70E-01,No,742,0.037 (0.044),4.02E-01,9.87E-01,No,-0.102 (0.09),2.57E-01,4.86E-01,No,585
cortical_thickness,CTQ_Neglect,male,L_insula_thickavg,0.194 (0.083),2.14E-02,5.50E-01,No,0.099 (0.185),5.93E-01,8.07E-01,No,159,-0.047 (0.04),2.45E-01,4.78E-01,No,0.052 (0.084),5.37E-01,7.31E-01,No,742,-0.002 (0.044),9.57E-01,9.87E-01,No,-0.034 (0.09),7.07E-01,8.29E-01,No,585
cortical_thickness,CTQ_Neglect,male,R_bankssts_thickavg,0.012 (0.085),8.84E-01,9.33E-01,No,0.115 (0.189),5.44E-01,8.07E-01,No,159,-0.089 (0.04),2.76E-02,2.49E-01,No,0.013 (0.084),8.77E-01,9.47E-01,No,742,-0.051 (0.044),2.53E-01,9.87E-01,No,-0.067 (0.09),4.58E-01,6.47E-01,No,585
cortical_thickness,CTQ_Neglect,male,R_caudalanteriorcingulate_thickavg,0.077 (0.085),3.62E-01,8.60E-01,No,0.144 (0.188),4.45E-01,8.07E-01,No,159,0.003 (0.04),9.40E-01,9.47E-01,No,-0.066 (0.085),4.34E-01,7.03E-01,No,742,-0.007 (0.044),8.67E-01,9.87E-01,No,0.157 (0.09),8.17E-02,2.54E-01,No,585
cortical_thickness,CTQ_Neglect,male,R_caudalmiddlefrontal_thickavg,-0.06 (0.085),4.83E-01,8.60E-01,No,0.009 (0.189),9.63E-01,9.63E-01,No,159,0.034 (0.04),4.04E-01,6.25E-01,No,-0.183 (0.084),2.99E-02,1.44E-01,No,742,-0.047 (0.044),2.84E-01,9.87E-01,No,-0.154 (0.09),8.63E-02,2.54E-01,No,585
cortical_thickness,CTQ_Neglect,male,R_cuneus_thickavg,-0.112 (0.084),1.84E-01,8.35E-01,No,0.4 (0.186),3.35E-02,5.45E-01,No,159,0.09 (0.04),2.59E-02,2.49E-01,No,-0.177 (0.084),3.59E-02,1.44E-01,No,742,0.08 (0.044),7.28E-02,9.87E-01,No,-0.084 (0.09),3.51E-01,5.69E-01,No,585
cortical_thickness,CTQ_Neglect,male,R_entorhil_thickavg,0.052 (0.085),5.44E-01,8.60E-01,No,0.019 (0.189),9.22E-01,9.63E-01,No,159,-0.102 (0.04),1.14E-02,1.54E-01,No,0.114 (0.084),1.76E-01,3.60E-01,No,742,-0.049 (0.044),2.67E-01,9.87E-01,No,0.176 (0.09),5.14E-02,2.08E-01,No,585
cortical_thickness,CTQ_Neglect,male,R_fusiform_thickavg,0.023 (0.084),7.81E-01,9.20E-01,No,0.312 (0.187),9.76E-02,5.45E-01,No,159,-0.026 (0.04),5.15E-01,6.72E-01,No,0.153 (0.084),7.00E-02,2.07E-01,No,742,0.013 (0.044),7.73E-01,9.87E-01,No,0.193 (0.09),3.18E-02,1.66E-01,No,585
cortical_thickness,CTQ_Neglect,male,R_inferiorparietal_thickavg,0.099 (0.085),2.45E-01,8.60E-01,No,-0.095 (0.189),6.16E-01,8.21E-01,No,159,0.071 (0.04),7.74E-02,3.14E-01,No,-0.124 (0.084),1.43E-01,3.13E-01,No,742,-0.04 (0.044),3.66E-01,9.87E-01,No,0.088 (0.09),3.29E-01,5.60E-01,No,585
cortical_thickness,CTQ_Neglect,male,R_inferiortemporal_thickavg,-0.014 (0.085),8.66E-01,9.33E-01,No,0.169 (0.189),3.73E-01,8.07E-01,No,159,-0.059 (0.04),1.43E-01,3.46E-01,No,0.231 (0.084),6.09E-03,6.91E-02,No,742,0.004 (0.044),9.34E-01,9.87E-01,No,0.25 (0.09),5.54E-03,9.17E-02,No,585
cortical_thickness,CTQ_Neglect,male,R_isthmuscingulate_thickavg,0.044 (0.085),6.06E-01,8.80E-01,No,0.036 (0.189),8.50E-01,9.39E-01,No,159,-0.034 (0.04),3.98E-01,6.25E-01,No,-0.113 (0.084),1.80E-01,3.60E-01,No,742,0.024 (0.044),5.87E-01,9.87E-01,No,-0.01 (0.09),9.12E-01,9.54E-01,No,585
cortical_thickness,CTQ_Neglect,male,R_lateraloccipital_thickavg,0.062 (0.084),4.65E-01,8.60E-01,No,0.29 (0.187),1.22E-01,5.45E-01,No,159,-0.012 (0.04),7.70E-01,8.18E-01,No,0.141 (0.084),9.40E-02,2.60E-01,No,742,0.008 (0.044),8.61E-01,9.87E-01,No,0.296 (0.089) *,9.97E-04,3.70E-02,Yes,585
cortical_thickness,CTQ_Neglect,male,R_lateralorbitofrontal_thickavg,0.025 (0.085),7.70E-01,9.20E-01,No,0.01 (0.189),9.59E-01,9.63E-01,No,159,0.028 (0.04),4.81E-01,6.57E-01,No,0.061 (0.084),4.71E-01,7.12E-01,No,742,0.001 (0.044),9.80E-01,9.87E-01,No,0.04 (0.09),6.58E-01,7.99E-01,No,585
cortical_thickness,CTQ_Neglect,male,R_lingual_thickavg,-0.221 (0.083),8.60E-03,5.50E-01,No,0.358 (0.185),5.44E-02,5.45E-01,No,159,0.088 (0.04),2.93E-02,2.49E-01,No,-0.156 (0.084),6.41E-02,1.98E-01,No,742,0.075 (0.044),9.09E-02,9.87E-01,No,-0.209 (0.09),2.03E-02,1.66E-01,No,585
cortical_thickness,CTQ_Neglect,male,R_medialorbitofrontal_thickavg,-0.054 (0.085),5.24E-01,8.60E-01,No,0.279 (0.188),1.40E-01,5.45E-01,No,159,0.083 (0.04),3.99E-02,2.67E-01,No,-0.026 (0.084),7.55E-01,9.01E-01,No,742,-0.004 (0.044),9.23E-01,9.87E-01,No,0.032 (0.09),7.27E-01,8.33E-01,No,585
cortical_thickness,CTQ_Neglect,male,R_middletemporal_thickavg,-0.005 (0.085),9.50E-01,9.64E-01,No,0.028 (0.189),8.84E-01,9.39E-01,No,159,-0.18 (0.04) *,6.87E-06,4.67E-04,Yes,0.176 (0.083),3.47E-02,1.44E-01,No,742,-0.01 (0.044),8.14E-01,9.87E-01,No,0.161 (0.09),7.43E-02,2.54E-01,No,585
cortical_thickness,CTQ_Neglect,male,R_parahippocampal_thickavg,0.007 (0.085),9.31E-01,9.59E-01,No,-0.028 (0.189),8.81E-01,9.39E-01,No,159,0.062 (0.04),1.25E-01,3.46E-01,No,-0.014 (0.084),8.72E-01,9.47E-01,No,742,0.019 (0.044),6.74E-01,9.87E-01,No,0.024 (0.09),7.90E-01,8.59E-01,No,585
cortical_thickness,CTQ_Neglect,male,R_paracentral_thickavg,-0.097 (0.085),2.52E-01,8.60E-01,No,-0.108 (0.188),5.65E-01,8.07E-01,No,159,-0.031 (0.04),4.43E-01,6.32E-01,No,-0.007 (0.084),9.30E-01,9.70E-01,No,742,0.017 (0.044),7.02E-01,9.87E-01,No,-0.175 (0.09),5.20E-02,2.08E-01,No,585
cortical_thickness,CTQ_Neglect,male,R_parsopercularis_thickavg,-0.122 (0.084),1.52E-01,7.93E-01,No,-0.12 (0.187),5.21E-01,8.07E-01,No,159,-0.018 (0.04),6.47E-01,7.62E-01,No,0.003 (0.085),9.75E-01,9.89E-01,No,742,-0.04 (0.044),3.72E-01,9.87E-01,No,0.023 (0.09),7.96E-01,8.59E-01,No,585
cortical_thickness,CTQ_Neglect,male,R_parsorbitalis_thickavg,-0.074 (0.085),3.86E-01,8.60E-01,No,-0.187 (0.188),3.22E-01,8.07E-01,No,159,0.066 (0.04),1.02E-01,3.14E-01,No,-0.082 (0.084),3.30E-01,5.75E-01,No,742,-0.056 (0.044),2.08E-01,9.87E-01,No,-0.089 (0.09),3.22E-01,5.60E-01,No,585
cortical_thickness,CTQ_Neglect,male,R_parstriangularis_thickavg,-0.043 (0.085),6.08E-01,8.80E-01,No,-0.225 (0.188),2.33E-01,7.55E-01,No,159,0.022 (0.04),5.93E-01,7.26E-01,No,-0.055 (0.085),5.16E-01,7.31E-01,No,742,0.012 (0.044),7.84E-01,9.87E-01,No,-0.137 (0.09),1.29E-01,2.86E-01,No,585
cortical_thickness,CTQ_Neglect,male,R_pericalcarine_thickavg,-0.154 (0.084),7.02E-02,7.07E-01,No,-0.034 (0.187),8.57E-01,9.39E-01,No,159,0.03 (0.04),4.46E-01,6.32E-01,No,-0.315 (0.084) *,1.84E-04,1.25E-02,Yes,742,0.009 (0.044),8.45E-01,9.87E-01,No,-0.155 (0.09),8.59E-02,2.54E-01,No,585
cortical_thickness,CTQ_Neglect,male,R_postcentral_thickavg,-0.131 (0.083),1.20E-01,7.93E-01,No,-0.269 (0.185),1.48E-01,5.45E-01,No,159,-0.035 (0.04),3.88E-01,6.25E-01,No,-0.131 (0.084),1.19E-01,2.90E-01,No,742,0.035 (0.044),4.25E-01,9.87E-01,No,-0.294 (0.089) *,1.09E-03,3.70E-02,Yes,585
cortical_thickness,CTQ_Neglect,male,R_posteriorcingulate_thickavg,0.02 (0.085),8.12E-01,9.20E-01,No,-0.088 (0.189),6.44E-01,8.32E-01,No,159,-0.018 (0.04),6.52E-01,7.62E-01,No,0.014 (0.085),8.70E-01,9.47E-01,No,742,-0.069 (0.044),1.22E-01,9.87E-01,No,-0.056 (0.09),5.36E-01,6.87E-01,No,585
cortical_thickness,CTQ_Neglect,male,R_precentral_thickavg,-0.093 (0.085),2.76E-01,8.60E-01,No,-0.051 (0.188),7.87E-01,9.39E-01,No,159,-0.048 (0.04),2.30E-01,4.73E-01,No,-0.023 (0.084),7.82E-01,9.16E-01,No,742,0.032 (0.044),4.74E-01,9.87E-01,No,-0.244 (0.09),6.74E-03,9.17E-02,No,585
cortical_thickness,CTQ_Neglect,male,R_precuneus_thickavg,0.039 (0.085),6.47E-01,9.14E-01,No,-0.045 (0.189),8.11E-01,9.39E-01,No,159,0.068 (0.04),9.28E-02,3.14E-01,No,-0.064 (0.084),4.48E-01,7.08E-01,No,742,0.015 (0.044),7.31E-01,9.87E-01,No,-0.043 (0.09),6.31E-01,7.81E-01,No,585
cortical_thickness,CTQ_Neglect,male,R_rostralanteriorcingulate_thickavg,0.098 (0.084),2.43E-01,8.60E-01,No,0.264 (0.186),1.58E-01,5.45E-01,No,159,-0.023 (0.04),5.76E-01,7.25E-01,No,0.054 (0.085),5.25E-01,7.31E-01,No,742,-0.045 (0.044),3.11E-01,9.87E-01,No,0.095 (0.09),2.93E-01,5.25E-01,No,585
cortical_thickness,CTQ_Neglect,male,R_rostralmiddlefrontal_thickavg,-0.189 (0.083),2.43E-02,5.50E-01,No,-0.172 (0.184),3.53E-01,8.07E-01,No,159,0.049 (0.04),2.20E-01,4.73E-01,No,-0.178 (0.084),3.47E-02,1.44E-01,No,742,-0.03 (0.044),5.04E-01,9.87E-01,No,-0.136 (0.09),1.30E-01,2.86E-01,No,585
cortical_thickness,CTQ_Neglect,male,R_superiorfrontal_thickavg,-0.014 (0.085),8.72E-01,9.33E-01,No,-0.181 (0.189),3.39E-01,8.07E-01,No,159,0.021 (0.04),5.98E-01,7.26E-01,No,-0.165 (0.084),5.13E-02,1.94E-01,No,742,-0.066 (0.044),1.38E-01,9.87E-01,No,-0.139 (0.09),1.21E-01,2.86E-01,No,585
cortical_thickness,CTQ_Neglect,male,R_superiorparietal_thickavg,0.052 (0.085),5.42E-01,8.60E-01,No,-0.111 (0.189),5.58E-01,8.07E-01,No,159,0.106 (0.04),8.35E-03,1.54E-01,No,-0.212 (0.084),1.18E-02,1.00E-01,No,742,0.016 (0.044),7.13E-01,9.87E-01,No,-0.184 (0.09),4.15E-02,1.88E-01,No,585
cortical_thickness,CTQ_Neglect,male,R_superiortemporal_thickavg,0.057 (0.085),5.05E-01,8.60E-01,No,-0.129 (0.189),4.96E-01,8.07E-01,No,159,-0.07 (0.04),8.17E-02,3.14E-01,No,0.056 (0.084),5.10E-01,7.31E-01,No,742,-0.007 (0.044),8.73E-01,9.87E-01,No,0.113 (0.09),2.11E-01,4.09E-01,No,585
cortical_thickness,CTQ_Neglect,male,R_supramargil_thickavg,0.032 (0.083),7.04E-01,9.20E-01,No,-0.553 (0.184),3.08E-03,2.10E-01,No,159,-0.046 (0.04),2.51E-01,4.78E-01,No,-0.132 (0.084),1.18E-01,2.90E-01,No,742,-0.001 (0.044),9.87E-01,9.87E-01,No,-0.138 (0.09),1.26E-01,2.86E-01,No,585
cortical_thickness,CTQ_Neglect,male,R_frontalpole_thickavg,-0.03 (0.085),7.26E-01,9.20E-01,No,-0.144 (0.189),4.48E-01,8.07E-01,No,159,-0.008 (0.04),8.36E-01,8.74E-01,No,0.061 (0.085),4.69E-01,7.12E-01,No,742,0.058 (0.044),1.87E-01,9.87E-01,No,-0.148 (0.09),1.00E-01,2.72E-01,No,585
cortical_thickness,CTQ_Neglect,male,R_temporalpole_thickavg,-0.022 (0.085),7.93E-01,9.20E-01,No,0.086 (0.189),6.48E-01,8.32E-01,No,159,-0.111 (0.04),5.80E-03,1.54E-01,No,0.182 (0.084),3.05E-02,1.44E-01,No,742,-0.027 (0.044),5.35E-01,9.87E-01,No,0.246 (0.09),6.24E-03,9.17E-02,No,585
cortical_thickness,CTQ_Neglect,male,R_transversetemporal_thickavg,0.022 (0.085),7.93E-01,9.20E-01,No,0.129 (0.189),4.95E-01,8.07E-01,No,159,-0.014 (0.04),7.33E-01,8.17E-01,No,0.124 (0.084),1.43E-01,3.13E-01,No,742,0.068 (0.044),1.27E-01,9.87E-01,No,-0.095 (0.09),2.91E-01,5.25E-01,No,585
cortical_thickness,CTQ_Neglect,male,R_insula_thickavg,0.144 (0.083),8.32E-02,7.07E-01,No,0.324 (0.184),8.01E-02,5.45E-01,No,159,-0.058 (0.04),1.48E-01,3.46E-01,No,0.204 (0.084),1.58E-02,1.20E-01,No,742,0.004 (0.044),9.26E-01,9.87E-01,No,0.085 (0.09),3.45E-01,5.69E-01,No,585
subcortical_volume,CTQ_Abuse,female,Lthal,0.043 (0.08),5.90E-01,8.67E-01,No,-0.227 (0.164),1.70E-01,7.00E-01,No,189,-0.015 (0.034),6.65E-01,7.95E-01,No,-0.067 (0.071),3.45E-01,4.82E-01,No,1164,0.014 (0.038),7.09E-01,8.58E-01,No,0.007 (0.076),9.22E-01,9.22E-01,No,867
subcortical_volume,CTQ_Abuse,female,Rthal,0.132 (0.079),9.89E-02,8.38E-01,No,-0.189 (0.164),2.50E-01,7.00E-01,No,189,0.116 (0.033) *,5.32E-04,1.24E-03,Yes,-0.025 (0.071),7.28E-01,7.28E-01,No,1164,0.146 (0.037) *,9.79E-05,6.85E-04,Yes,-0.021 (0.075),7.77E-01,8.37E-01,No,867
subcortical_volume,CTQ_Abuse,female,Lcaud,-0.068 (0.08),3.94E-01,8.38E-01,No,-0.102 (0.164),5.34E-01,8.31E-01,No,189,-0.038 (0.033),2.55E-01,4.46E-01,No,-0.116 (0.071),1.02E-01,1.78E-01,No,1164,-0.024 (0.037),5.27E-01,8.21E-01,No,-0.219 (0.075) *,3.59E-03,1.68E-02,Yes,867
subcortical_volume,CTQ_Abuse,female,Rcaud,-0.081 (0.08),3.13E-01,8.38E-01,No,-0.042 (0.165),7.98E-01,9.79E-01,No,189,-0.021 (0.033),5.36E-01,7.95E-01,No,-0.146 (0.071),4.03E-02,1.17E-01,No,1164,0.027 (0.037),4.78E-01,8.21E-01,No,-0.251 (0.075) *,8.59E-04,1.03E-02,Yes,867
