phenotype_names,CTQ_Term,Sex,Region,Effect_Size_Ped,p_value_Ped,q_value_Ped,Significant_Ped,Sample_Size_Ped,Effect_Size_YA,p_value_YA,q_value_YA,Significant_YA,Sample_Size_YA,Effect_Size_OA,p_value_OA,q_value_OA,Significant_OA,Sample_Size_OA
surface_area,CTQ_Abuse,female,L_rostralmiddlefrontal_surfavg,-0.082 (0.073),2.63E-01,8.12E-01,No,189,-0.003 (0.029),9.10E-01,9.52E-01,No,1163,-0.048 (0.034),1.58E-01,2.82E-01,No,864
surface_area,CTQ_Abuse,female,L_superiorfrontal_surfavg,0.003 (0.073),9.65E-01,9.69E-01,No,189,0.038 (0.029),1.92E-01,2.83E-01,No,1163,0.043 (0.034),2.05E-01,3.40E-01,No,864
surface_area,CTQ_Abuse,female,L_superiorparietal_surfavg,0.023 (0.073),7.53E-01,9.38E-01,No,189,-0.014 (0.029),6.26E-01,7.46E-01,No,1163,-0.047 (0.034),1.70E-01,2.88E-01,No,864
surface_area,CTQ_Abuse,female,L_superiortemporal_surfavg,-0.062 (0.073),3.96E-01,8.88E-01,No,189,0.071 (0.029) *,1.60E-02,3.50E-02,Yes,1163,0.078 (0.034),2.18E-02,7.07E-02,No,864
surface_area,CTQ_Abuse,female,L_supramargil_surfavg,-0.003 (0.073),9.67E-01,9.69E-01,No,189,-0.017 (0.029),5.71E-01,7.06E-01,No,1163,0.07 (0.034),3.94E-02,1.07E-01,No,864
surface_area,CTQ_Abuse,female,L_frontalpole_surfavg,-0.056 (0.073),4.43E-01,8.93E-01,No,189,0.219 (0.029) *,4.50E-14,3.06E-12,Yes,1163,0.199 (0.033) *,3.32E-09,1.13E-07,Yes,864
surface_area,CTQ_Abuse,female,L_temporalpole_surfavg,-0.078 (0.073),2.84E-01,8.24E-01,No,189,0.101 (0.029) *,5.92E-04,3.14E-03,Yes,1163,0.16 (0.034) *,2.44E-06,5.54E-05,Yes,864
surface_area,CTQ_Abuse,female,L_transversetemporal_surfavg,-0.112 (0.073),1.24E-01,7.71E-01,No,189,-0.024 (0.029),4.07E-01,5.53E-01,No,1163,-0.005 (0.034),8.90E-01,8.96E-01,No,864
surface_area,CTQ_Abuse,female,L_insula_surfavg,-0.042 (0.073),5.67E-01,9.38E-01,No,189,0.015 (0.029),5.99E-01,7.28E-01,No,1163,0.022 (0.034),5.12E-01,6.33E-01,No,864
surface_area,CTQ_Abuse,female,R_bankssts_surfavg,0.024 (0.073),7.40E-01,9.38E-01,No,189,-0.085 (0.029) *,3.65E-03,1.15E-02,Yes,1163,-0.013 (0.034),7.09E-01,7.91E-01,No,864
surface_area,CTQ_Abuse,female,R_caudalanteriorcingulate_surfavg,0.03 (0.073),6.83E-01,9.38E-01,No,189,-0.096 (0.029) *,1.09E-03,4.64E-03,Yes,1163,0.017 (0.034),6.15E-01,6.97E-01,No,864
surface_area,CTQ_Abuse,female,R_caudalmiddlefrontal_surfavg,-0.024 (0.073),7.40E-01,9.38E-01,No,189,-0.01 (0.029),7.29E-01,8.34E-01,No,1163,-0.067 (0.034),4.73E-02,1.16E-01,No,864
surface_area,CTQ_Abuse,female,R_cuneus_surfavg,0.109 (0.073),1.35E-01,7.71E-01,No,189,0.062 (0.029),3.39E-02,6.23E-02,No,1163,-0.02 (0.034),5.51E-01,6.46E-01,No,864
surface_area,CTQ_Abuse,female,R_entorhil_surfavg,-0.135 (0.072),6.42E-02,5.79E-01,No,189,0.138 (0.029) *,2.19E-06,2.12E-05,Yes,1163,0.097 (0.034) *,4.16E-03,2.35E-02,Yes,864
surface_area,CTQ_Abuse,female,R_fusiform_surfavg,-0.105 (0.073),1.50E-01,7.83E-01,No,189,-0.116 (0.029) *,7.60E-05,6.46E-04,Yes,1163,-0.025 (0.034),4.65E-01,6.10E-01,No,864
surface_area,CTQ_Abuse,female,R_inferiorparietal_surfavg,-0.069 (0.073),3.45E-01,8.88E-01,No,189,-0.073 (0.029) *,1.22E-02,2.87E-02,Yes,1163,-0.024 (0.034),4.76E-01,6.10E-01,No,864
surface_area,CTQ_Abuse,female,R_inferiortemporal_surfavg,-0.024 (0.073),7.41E-01,9.38E-01,No,189,0.1 (0.029) *,6.00E-04,3.14E-03,Yes,1163,0.082 (0.034),1.65E-02,5.60E-02,No,864
surface_area,CTQ_Abuse,female,R_isthmuscingulate_surfavg,0.038 (0.073),6.05E-01,9.38E-01,No,189,0.001 (0.029),9.71E-01,9.85E-01,No,1163,-0.029 (0.034),3.99E-01,5.68E-01,No,864
surface_area,CTQ_Abuse,female,R_lateraloccipital_surfavg,-0.005 (0.073),9.46E-01,9.69E-01,No,189,0.15 (0.029) *,2.98E-07,3.38E-06,Yes,1163,0.094 (0.034) *,5.47E-03,2.48E-02,Yes,864
surface_area,CTQ_Abuse,female,R_lateralorbitofrontal_surfavg,-0.163 (0.072),2.46E-02,5.58E-01,No,189,0.009 (0.029),7.65E-01,8.39E-01,No,1163,0.01 (0.034),7.62E-01,8.23E-01,No,864
surface_area,CTQ_Abuse,female,R_lingual_surfavg,0.049 (0.073),5.07E-01,9.32E-01,No,189,0.084 (0.029) *,4.26E-03,1.26E-02,Yes,1163,0.04 (0.034),2.41E-01,3.72E-01,No,864
surface_area,CTQ_Abuse,female,R_medialorbitofrontal_surfavg,-0.063 (0.073),3.93E-01,8.88E-01,No,189,0.171 (0.029) *,4.12E-09,7.00E-08,Yes,1163,0.213 (0.033) *,2.74E-10,1.86E-08,Yes,864
surface_area,CTQ_Abuse,female,R_middletemporal_surfavg,0.184 (0.072),1.11E-02,3.78E-01,No,189,0.073 (0.029) *,1.33E-02,3.02E-02,Yes,1163,0.101 (0.034) *,2.92E-03,1.81E-02,Yes,864
surface_area,CTQ_Abuse,female,R_parahippocampal_surfavg,-0.087 (0.073),2.32E-01,8.12E-01,No,189,-0.07 (0.029) *,1.68E-02,3.56E-02,Yes,1163,-0.062 (0.034),6.83E-02,1.41E-01,No,864
surface_area,CTQ_Abuse,female,R_paracentral_surfavg,-0.04 (0.073),5.85E-01,9.38E-01,No,189,-0.023 (0.029),4.33E-01,5.67E-01,No,1163,-0.03 (0.034),3.81E-01,5.64E-01,No,864
surface_area,CTQ_Abuse,female,R_parsopercularis_surfavg,0.034 (0.073),6.38E-01,9.38E-01,No,189,-0.067 (0.029) *,2.14E-02,4.27E-02,Yes,1163,-0.049 (0.034),1.48E-01,2.80E-01,No,864
surface_area,CTQ_Abuse,female,R_parsorbitalis_surfavg,-0.022 (0.073),7.59E-01,9.38E-01,No,189,0.099 (0.029) *,7.19E-04,3.49E-03,Yes,1163,0.066 (0.034),5.39E-02,1.18E-01,No,864
surface_area,CTQ_Abuse,female,R_parstriangularis_surfavg,0.062 (0.073),3.98E-01,8.88E-01,No,189,0.054 (0.029),6.79E-02,1.15E-01,No,1163,-0.009 (0.034),7.94E-01,8.31E-01,No,864
surface_area,CTQ_Abuse,female,R_pericalcarine_surfavg,0.128 (0.073),7.94E-02,6.00E-01,No,189,0.021 (0.029),4.73E-01,5.96E-01,No,1163,-0.047 (0.034),1.68E-01,2.88E-01,No,864
surface_area,CTQ_Abuse,female,R_postcentral_surfavg,-0.027 (0.073),7.13E-01,9.38E-01,No,189,-0.079 (0.029) *,7.20E-03,1.93E-02,Yes,1163,-0.029 (0.034),4.01E-01,5.68E-01,No,864
surface_area,CTQ_Abuse,female,R_posteriorcingulate_surfavg,0.038 (0.073),6.02E-01,9.38E-01,No,189,-0.041 (0.029),1.61E-01,2.43E-01,No,1163,0.005 (0.034),8.88E-01,8.96E-01,No,864
surface_area,CTQ_Abuse,female,R_precentral_surfavg,0.019 (0.073),7.93E-01,9.46E-01,No,189,-0.094 (0.029) *,1.38E-03,5.52E-03,Yes,1163,-0.026 (0.034),4.52E-01,6.10E-01,No,864
surface_area,CTQ_Abuse,female,R_precuneus_surfavg,-0.024 (0.073),7.46E-01,9.38E-01,No,189,-0.049 (0.029),9.80E-02,1.62E-01,No,1163,-0.115 (0.034) *,7.22E-04,6.14E-03,Yes,864
surface_area,CTQ_Abuse,female,R_rostralanteriorcingulate_surfavg,-0.003 (0.073),9.69E-01,9.69E-01,No,189,-0.154 (0.029) *,1.30E-07,1.77E-06,Yes,1163,-0.095 (0.034) *,5.11E-03,2.48E-02,Yes,864
surface_area,CTQ_Abuse,female,R_rostralmiddlefrontal_surfavg,-0.014 (0.073),8.44E-01,9.52E-01,No,189,-0.003 (0.029),9.29E-01,9.57E-01,No,1163,-0.092 (0.034) *,7.08E-03,3.01E-02,Yes,864
surface_area,CTQ_Abuse,female,R_superiorfrontal_surfavg,0.054 (0.073),4.60E-01,8.93E-01,No,189,0.003 (0.029),9.07E-01,9.52E-01,No,1163,0.021 (0.034),5.44E-01,6.46E-01,No,864
surface_area,CTQ_Abuse,female,R_superiorparietal_surfavg,-0.082 (0.073),2.61E-01,8.12E-01,No,189,-0.038 (0.029),2.00E-01,2.90E-01,No,1163,-0.123 (0.034) *,2.91E-04,3.30E-03,Yes,864
surface_area,CTQ_Abuse,female,R_superiortemporal_surfavg,0.032 (0.073),6.61E-01,9.38E-01,No,189,0.0 (0.029),9.91E-01,9.91E-01,No,1163,0.042 (0.034),2.22E-01,3.59E-01,No,864
surface_area,CTQ_Abuse,female,R_supramargil_surfavg,0.014 (0.073),8.54E-01,9.52E-01,No,189,-0.085 (0.029) *,3.72E-03,1.15E-02,Yes,1163,-0.096 (0.034) *,4.63E-03,2.42E-02,Yes,864
surface_area,CTQ_Abuse,female,R_frontalpole_surfavg,0.012 (0.073),8.72E-01,9.57E-01,No,189,0.187 (0.029) *,1.25E-10,2.84E-09,Yes,1163,0.153 (0.034) *,6.31E-06,1.07E-04,Yes,864
surface_area,CTQ_Abuse,female,R_temporalpole_surfavg,0.01 (0.073),8.91E-01,9.62E-01,No,189,0.199 (0.029) *,7.66E-12,2.60E-10,Yes,1163,0.138 (0.034) *,4.88E-05,6.64E-04,Yes,864
surface_area,CTQ_Abuse,female,R_transversetemporal_surfavg,-0.109 (0.073),1.36E-01,7.71E-01,No,189,-0.074 (0.029) *,1.17E-02,2.85E-02,Yes,1163,-0.012 (0.034),7.30E-01,8.01E-01,No,864
surface_area,CTQ_Abuse,female,R_insula_surfavg,0.063 (0.073),3.86E-01,8.88E-01,No,189,-0.021 (0.029),4.73E-01,5.96E-01,No,1163,-0.052 (0.034),1.27E-01,2.46E-01,No,864
surface_area,CTQ_Abuse,male,L_bankssts_surfavg,-0.036 (0.08),6.53E-01,9.31E-01,No,159,-0.053 (0.037),1.48E-01,4.37E-01,No,742,-0.036 (0.041),3.85E-01,6.23E-01,No,585
surface_area,CTQ_Abuse,male,L_caudalanteriorcingulate_surfavg,0.052 (0.08),5.16E-01,8.95E-01,No,159,0.05 (0.037),1.77E-01,4.80E-01,No,742,-0.096 (0.041),1.96E-02,2.22E-01,No,585
surface_area,CTQ_Abuse,male,L_caudalmiddlefrontal_surfavg,-0.057 (0.08),4.79E-01,8.95E-01,No,159,-0.004 (0.037),9.14E-01,9.87E-01,No,742,-0.032 (0.041),4.43E-01,6.45E-01,No,585
surface_area,CTQ_Abuse,male,L_cuneus_surfavg,0.098 (0.079),2.21E-01,8.92E-01,No,159,-0.0 (0.037),1.00E+00,1.00E+00,No,742,0.052 (0.041),2.06E-01,5.54E-01,No,585
surface_area,CTQ_Abuse,male,L_entorhil_surfavg,-0.064 (0.08),4.26E-01,8.95E-01,No,159,0.027 (0.037),4.61E-01,7.13E-01,No,742,0.048 (0.041),2.50E-01,5.54E-01,No,585
surface_area,CTQ_Abuse,male,L_fusiform_surfavg,-0.084 (0.08),2.94E-01,8.92E-01,No,159,-0.05 (0.037),1.74E-01,4.80E-01,No,742,0.029 (0.041),4.90E-01,6.66E-01,No,585
surface_area,CTQ_Abuse,male,L_inferiorparietal_surfavg,-0.073 (0.08),3.63E-01,8.92E-01,No,159,-0.066 (0.037),7.41E-02,2.72E-01,No,742,0.004 (0.041),9.17E-01,9.31E-01,No,585
surface_area,CTQ_Abuse,male,L_inferiortemporal_surfavg,-0.032 (0.08),6.88E-01,9.31E-01,No,159,0.036 (0.037),3.31E-01,5.92E-01,No,742,0.005 (0.041),8.96E-01,9.25E-01,No,585
surface_area,CTQ_Abuse,male,L_isthmuscingulate_surfavg,0.016 (0.08),8.45E-01,9.68E-01,No,159,-0.003 (0.037),9.38E-01,9.87E-01,No,742,-0.088 (0.041),3.42E-02,3.33E-01,No,585
surface_area,CTQ_Abuse,male,L_lateraloccipital_surfavg,0.052 (0.08),5.14E-01,8.95E-01,No,159,0.083 (0.037),2.42E-02,1.83E-01,No,742,0.029 (0.041),4.90E-01,6.66E-01,No,585
surface_area,CTQ_Abuse,male,L_lateralorbitofrontal_surfavg,-0.068 (0.08),3.94E-01,8.92E-01,No,159,-0.029 (0.037),4.25E-01,7.04E-01,No,742,0.048 (0.041),2.42E-01,5.54E-01,No,585
surface_area,CTQ_Abuse,male,L_lingual_surfavg,0.07 (0.08),3.78E-01,8.92E-01,No,159,-0.039 (0.037),2.93E-01,5.63E-01,No,742,0.08 (0.041),5.19E-02,3.74E-01,No,585
surface_area,CTQ_Abuse,male,L_medialorbitofrontal_surfavg,-0.01 (0.08),8.96E-01,9.68E-01,No,159,0.017 (0.037),6.49E-01,8.91E-01,No,742,0.032 (0.041),4.46E-01,6.45E-01,No,585
surface_area,CTQ_Abuse,male,L_middletemporal_surfavg,-0.212 (0.078),7.23E-03,4.46E-01,No,159,0.02 (0.037),5.90E-01,8.36E-01,No,742,0.071 (0.041),8.45E-02,4.10E-01,No,585
surface_area,CTQ_Abuse,male,L_parahippocampal_surfavg,-0.119 (0.079),1.36E-01,8.92E-01,No,159,-0.075 (0.037),4.04E-02,2.11E-01,No,742,0.019 (0.041),6.39E-01,7.49E-01,No,585
surface_area,CTQ_Abuse,male,L_paracentral_surfavg,-0.088 (0.08),2.72E-01,8.92E-01,No,159,-0.043 (0.037),2.45E-01,5.32E-01,No,742,-0.107 (0.041),9.71E-03,1.65E-01,No,585
surface_area,CTQ_Abuse,male,L_parsopercularis_surfavg,0.139 (0.079),8.08E-02,7.85E-01,No,159,0.071 (0.037),5.32E-02,2.26E-01,No,742,-0.041 (0.041),3.21E-01,6.23E-01,No,585
surface_area,CTQ_Abuse,male,L_parsorbitalis_surfavg,0.04 (0.08),6.19E-01,9.31E-01,No,159,0.156 (0.036) *,1.92E-05,1.30E-03,Yes,742,0.066 (0.041),1.10E-01,4.90E-01,No,585
surface_area,CTQ_Abuse,male,L_parstriangularis_surfavg,0.059 (0.08),4.58E-01,8.95E-01,No,159,0.065 (0.037),7.60E-02,2.72E-01,No,742,0.06 (0.041),1.44E-01,5.47E-01,No,585
surface_area,CTQ_Abuse,male,L_pericalcarine_surfavg,0.161 (0.079),4.21E-02,5.01E-01,No,159,-0.016 (0.037),6.55E-01,8.91E-01,No,742,0.042 (0.041),3.15E-01,6.23E-01,No,585
surface_area,CTQ_Abuse,male,L_postcentral_surfavg,-0.079 (0.08),3.20E-01,8.92E-01,No,159,-0.021 (0.037),5.77E-01,8.34E-01,No,742,-0.065 (0.041),1.15E-01,4.90E-01,No,585
surface_area,CTQ_Abuse,male,L_posteriorcingulate_surfavg,-0.003 (0.08),9.71E-01,9.71E-01,No,159,-0.011 (0.037),7.61E-01,9.25E-01,No,742,-0.122 (0.041),3.02E-03,8.37E-02,No,585
surface_area,CTQ_Abuse,male,L_precentral_surfavg,0.06 (0.08),4.50E-01,8.95E-01,No,159,0.028 (0.037),4.54E-01,7.13E-01,No,742,-0.005 (0.041),8.98E-01,9.25E-01,No,585
surface_area,CTQ_Abuse,male,L_precuneus_surfavg,-0.133 (0.079),9.46E-02,7.90E-01,No,159,-0.087 (0.037),1.74E-02,1.47E-01,No,742,-0.078 (0.041),5.90E-02,3.74E-01,No,585
surface_area,CTQ_Abuse,male,L_rostralanteriorcingulate_surfavg,-0.107 (0.079),1.79E-01,8.92E-01,No,159,-0.011 (0.037),7.61E-01,9.25E-01,No,742,-0.038 (0.041),3.60E-01,6.23E-01,No,585
surface_area,CTQ_Abuse,male,L_rostralmiddlefrontal_surfavg,-0.077 (0.08),3.36E-01,8.92E-01,No,159,0.076 (0.037),3.78E-02,2.11E-01,No,742,-0.049 (0.041),2.33E-01,5.54E-01,No,585
surface_area,CTQ_Abuse,male,L_superiorfrontal_surfavg,-0.013 (0.08),8.72E-01,9.68E-01,No,159,0.021 (0.037),5.61E-01,8.29E-01,No,742,0.027 (0.041),5.14E-01,6.73E-01,No,585
surface_area,CTQ_Abuse,male,L_superiorparietal_surfavg,0.07 (0.08),3.81E-01,8.92E-01,No,159,-0.042 (0.037),2.56E-01,5.32E-01,No,742,-0.001 (0.041),9.76E-01,9.76E-01,No,585
surface_area,CTQ_Abuse,male,L_superiortemporal_surfavg,0.01 (0.08),9.05E-01,9.68E-01,No,159,0.038 (0.037),3.06E-01,5.63E-01,No,742,0.05 (0.041),2.23E-01,5.54E-01,No,585
surface_area,CTQ_Abuse,male,L_supramargil_surfavg,0.033 (0.08),6.76E-01,9.31E-01,No,159,-0.003 (0.037),9.44E-01,9.87E-01,No,742,0.037 (0.041),3.69E-01,6.23E-01,No,585
surface_area,CTQ_Abuse,male,L_frontalpole_surfavg,-0.011 (0.08),8.90E-01,9.68E-01,No,159,0.133 (0.036) *,2.89E-04,6.56E-03,Yes,742,0.06 (0.041),1.45E-01,5.47E-01,No,585
surface_area,CTQ_Abuse,male,L_temporalpole_surfavg,-0.009 (0.08),9.13E-01,9.68E-01,No,159,0.059 (0.037),1.11E-01,3.58E-01,No,742,0.12 (0.041),3.69E-03,8.37E-02,No,585
surface_area,CTQ_Abuse,male,L_transversetemporal_surfavg,0.019 (0.08),8.12E-01,9.68E-01,No,159,-0.007 (0.037),8.58E-01,9.87E-01,No,742,-0.022 (0.041),5.97E-01,7.12E-01,No,585
surface_area,CTQ_Abuse,male,L_insula_surfavg,-0.004 (0.08),9.56E-01,9.71E-01,No,159,0.005 (0.037),8.87E-01,9.87E-01,No,742,0.017 (0.041),6.80E-01,7.83E-01,No,585
surface_area,CTQ_Abuse,male,R_bankssts_surfavg,-0.034 (0.08),6.74E-01,9.31E-01,No,159,-0.12 (0.036) *,1.07E-03,1.81E-02,Yes,742,-0.077 (0.041),6.30E-02,3.74E-01,No,585
surface_area,CTQ_Abuse,male,R_caudalanteriorcingulate_surfavg,0.04 (0.08),6.20E-01,9.31E-01,No,159,0.004 (0.037),9.07E-01,9.87E-01,No,742,-0.052 (0.041),2.09E-01,5.54E-01,No,585
surface_area,CTQ_Abuse,male,R_caudalmiddlefrontal_surfavg,0.087 (0.08),2.77E-01,8.92E-01,No,159,0.048 (0.037),1.96E-01,5.13E-01,No,742,-0.016 (0.041),6.93E-01,7.85E-01,No,585
surface_area,CTQ_Abuse,male,R_cuneus_surfavg,0.171 (0.079),3.10E-02,5.01E-01,No,159,0.01 (0.037),7.79E-01,9.25E-01,No,742,0.037 (0.041),3.77E-01,6.23E-01,No,585
surface_area,CTQ_Abuse,male,R_entorhil_surfavg,0.007 (0.08),9.35E-01,9.68E-01,No,159,0.042 (0.037),2.50E-01,5.32E-01,No,742,0.055 (0.041),1.80E-01,5.54E-01,No,585
surface_area,CTQ_Abuse,male,R_fusiform_surfavg,-0.16 (0.079),4.42E-02,5.01E-01,No,159,-0.038 (0.037),3.06E-01,5.63E-01,No,742,0.039 (0.041),3.47E-01,6.23E-01,No,585
surface_area,CTQ_Abuse,male,R_inferiorparietal_surfavg,0.079 (0.08),3.22E-01,8.92E-01,No,159,0.01 (0.037),7.78E-01,9.25E-01,No,742,-0.073 (0.041),7.82E-02,4.09E-01,No,585
surface_area,CTQ_Abuse,male,R_inferiortemporal_surfavg,-0.077 (0.08),3.35E-01,8.92E-01,No,159,-0.041 (0.037),2.66E-01,5.32E-01,No,742,-0.026 (0.041),5.33E-01,6.84E-01,No,585
surface_area,CTQ_Abuse,male,R_isthmuscingulate_surfavg,0.075 (0.08),3.47E-01,8.92E-01,No,159,0.072 (0.037),5.08E-02,2.26E-01,No,742,-0.024 (0.041),5.69E-01,7.12E-01,No,585
surface_area,CTQ_Abuse,male,R_lateraloccipital_surfavg,-0.008 (0.08),9.20E-01,9.68E-01,No,159,0.014 (0.037),7.13E-01,9.25E-01,No,742,0.05 (0.041),2.28E-01,5.54E-01,No,585
surface_area,CTQ_Abuse,male,R_lateralorbitofrontal_surfavg,-0.059 (0.08),4.59E-01,8.95E-01,No,159,0.044 (0.037),2.33E-01,5.32E-01,No,742,0.047 (0.041),2.61E-01,5.54E-01,No,585
surface_area,CTQ_Abuse,male,R_lingual_surfavg,0.082 (0.08),3.07E-01,8.92E-01,No,159,0.003 (0.037),9.37E-01,9.87E-01,No,742,0.022 (0.041),5.90E-01,7.12E-01,No,585
surface_area,CTQ_Abuse,male,R_medialorbitofrontal_surfavg,-0.129 (0.079),1.05E-01,7.90E-01,No,159,0.096 (0.037),8.58E-03,8.34E-02,No,742,0.103 (0.041),1.27E-02,1.72E-01,No,585
surface_area,CTQ_Abuse,male,R_middletemporal_surfavg,-0.196 (0.078),1.31E-02,4.46E-01,No,159,-0.016 (0.037),6.70E-01,8.94E-01,No,742,-0.029 (0.041),4.77E-01,6.66E-01,No,585
surface_area,CTQ_Abuse,male,R_parahippocampal_surfavg,-0.104 (0.079),1.91E-01,8.92E-01,No,159,-0.062 (0.037),9.23E-02,3.14E-01,No,742,-0.055 (0.041),1.85E-01,5.54E-01,No,585
surface_area,CTQ_Abuse,male,R_paracentral_surfavg,0.093 (0.079),2.44E-01,8.92E-01,No,159,-0.072 (0.037),5.03E-02,2.26E-01,No,742,-0.076 (0.041),6.60E-02,3.74E-01,No,585
surface_area,CTQ_Abuse,male,R_parsopercularis_surfavg,0.055 (0.08),4.88E-01,8.95E-01,No,159,0.044 (0.037),2.30E-01,5.32E-01,No,742,-0.054 (0.041),1.89E-01,5.54E-01,No,585
surface_area,CTQ_Abuse,male,R_parsorbitalis_surfavg,-0.031 (0.08),6.95E-01,9.31E-01,No,159,0.079 (0.037),3.23E-02,2.11E-01,No,742,0.04 (0.041),3.38E-01,6.23E-01,No,585
surface_area,CTQ_Abuse,male,R_parstriangularis_surfavg,0.006 (0.08),9.40E-01,9.68E-01,No,159,0.043 (0.037),2.41E-01,5.32E-01,No,742,0.022 (0.041),5.88E-01,7.12E-01,No,585
surface_area,CTQ_Abuse,male,R_pericalcarine_surfavg,0.176 (0.079),2.66E-02,5.01E-01,No,159,-0.001 (0.037),9.87E-01,1.00E+00,No,742,0.034 (0.041),4.12E-01,6.23E-01,No,585
surface_area,CTQ_Abuse,male,R_postcentral_surfavg,0.051 (0.08),5.26E-01,8.95E-01,No,159,-0.03 (0.037),4.22E-01,7.04E-01,No,742,-0.036 (0.041),3.84E-01,6.23E-01,No,585
surface_area,CTQ_Abuse,male,R_posteriorcingulate_surfavg,-0.074 (0.08),3.51E-01,8.92E-01,No,159,-0.01 (0.037),7.89E-01,9.25E-01,No,742,-0.058 (0.041),1.62E-01,5.54E-01,No,585
surface_area,CTQ_Abuse,male,R_precentral_surfavg,0.008 (0.08),9.20E-01,9.68E-01,No,159,0.011 (0.037),7.70E-01,9.25E-01,No,742,-0.034 (0.041),4.12E-01,6.23E-01,No,585
surface_area,CTQ_Abuse,male,R_precuneus_surfavg,-0.01 (0.08),8.97E-01,9.68E-01,No,159,-0.076 (0.037),3.96E-02,2.11E-01,No,742,-0.047 (0.041),2.58E-01,5.54E-01,No,585
surface_area,CTQ_Abuse,male,R_rostralanteriorcingulate_surfavg,0.052 (0.08),5.19E-01,8.95E-01,No,159,-0.055 (0.037),1.32E-01,4.09E-01,No,742,-0.007 (0.041),8.63E-01,9.25E-01,No,585
surface_area,CTQ_Abuse,male,R_rostralmiddlefrontal_surfavg,-0.031 (0.08),6.99E-01,9.31E-01,No,159,0.041 (0.037),2.61E-01,5.32E-01,No,742,-0.035 (0.041),3.93E-01,6.23E-01,No,585
surface_area,CTQ_Abuse,male,R_superiorfrontal_surfavg,-0.091 (0.079),2.55E-01,8.92E-01,No,159,0.023 (0.037),5.38E-01,8.13E-01,No,742,-0.007 (0.041),8.63E-01,9.25E-01,No,585
surface_area,CTQ_Abuse,male,R_superiorparietal_surfavg,-0.033 (0.08),6.75E-01,9.31E-01,No,159,-0.117 (0.037) *,1.44E-03,1.95E-02,Yes,742,0.006 (0.041),8.82E-01,9.25E-01,No,585
surface_area,CTQ_Abuse,male,R_superiortemporal_surfavg,0.018 (0.08),8.19E-01,9.68E-01,No,159,0.002 (0.037),9.61E-01,9.90E-01,No,742,-0.009 (0.041),8.21E-01,9.15E-01,No,585
surface_area,CTQ_Abuse,male,R_supramargil_surfavg,0.03 (0.08),7.12E-01,9.31E-01,No,159,-0.069 (0.037),6.16E-02,2.46E-01,No,742,0.035 (0.041),4.01E-01,6.23E-01,No,585
surface_area,CTQ_Abuse,male,R_frontalpole_surfavg,-0.071 (0.08),3.75E-01,8.92E-01,No,159,0.144 (0.036) *,8.52E-05,2.90E-03,Yes,742,0.083 (0.041),4.52E-02,3.74E-01,No,585
surface_area,CTQ_Abuse,male,R_temporalpole_surfavg,-0.009 (0.08),9.14E-01,9.68E-01,No,159,0.103 (0.037),4.86E-03,5.51E-02,No,742,0.18 (0.041) *,1.22E-05,8.30E-04,Yes,585
surface_area,CTQ_Abuse,male,R_transversetemporal_surfavg,-0.032 (0.08),6.86E-01,9.31E-01,No,159,-0.031 (0.037),4.01E-01,6.99E-01,No,742,-0.028 (0.041),5.05E-01,6.73E-01,No,585
surface_area,CTQ_Abuse,male,R_insula_surfavg,-0.034 (0.08),6.68E-01,9.31E-01,No,159,-0.027 (0.037),4.55E-01,7.13E-01,No,742,-0.055 (0.041),1.81E-01,5.54E-01,No,585
surface_area,CTQ_Neglect,female,L_bankssts_surfavg,0.132 (0.072),7.01E-02,8.54E-01,No,189,-0.068 (0.029),2.02E-02,5.27E-02,No,1163,-0.059 (0.034),8.15E-02,4.89E-01,No,864
surface_area,CTQ_Neglect,female,L_caudalanteriorcingulate_surfavg,-0.05 (0.073),4.97E-01,8.54E-01,No,189,-0.07 (0.029) *,1.72E-02,4.68E-02,Yes,1163,-0.012 (0.034),7.18E-01,9.07E-01,No,864
surface_area,CTQ_Neglect,female,L_caudalmiddlefrontal_surfavg,0.067 (0.073),3.62E-01,8.54E-01,No,189,-0.064 (0.029),2.90E-02,7.29E-02,No,1163,-0.011 (0.034),7.54E-01,9.07E-01,No,864
surface_area,CTQ_Neglect,female,L_cuneus_surfavg,0.085 (0.073),2.44E-01,8.54E-01,No,189,0.024 (0.029),4.06E-01,5.54E-01,No,1163,-0.042 (0.034),2.21E-01,5.37E-01,No,864
surface_area,CTQ_Neglect,female,L_entorhil_surfavg,-0.101 (0.073),1.67E-01,8.54E-01,No,189,0.02 (0.029),4.91E-01,6.07E-01,No,1163,0.079 (0.034),1.98E-02,2.16E-01,No,864
surface_area,CTQ_Neglect,female,L_fusiform_surfavg,-0.007 (0.073),9.23E-01,9.37E-01,No,189,-0.077 (0.029) *,8.91E-03,2.89E-02,Yes,1163,-0.017 (0.034),6.25E-01,8.85E-01,No,864
surface_area,CTQ_Neglect,female,L_inferiorparietal_surfavg,-0.049 (0.073),5.06E-01,8.54E-01,No,189,-0.078 (0.029) *,8.13E-03,2.83E-02,Yes,1163,-0.073 (0.034),3.22E-02,2.74E-01,No,864
surface_area,CTQ_Neglect,female,L_inferiortemporal_surfavg,-0.231 (0.071),1.35E-03,9.19E-02,No,189,0.034 (0.029),2.44E-01,3.69E-01,No,1163,0.025 (0.034),4.57E-01,7.65E-01,No,864
