phenotype_names,CTQ_Term,Sex,Region,Effect_Size_Ped,p_value_Ped,q_value_Ped,Significant_Ped,Sample_Size_Ped,Effect_Size_YA,p_value_YA,q_value_YA,Significant_YA,Sample_Size_YA,Effect_Size_OA,p_value_OA,q_value_OA,Significant_OA,Sample_Size_OA,Beta_Ped,Beta_YA,Beta_OA,Sex_Comparison_p,Stronger_Sex,Age_Comparison_p,Stronger_Age,Sex_Comparison_p_YA,Stronger_Sex_YA,Sex_Comparison_p_OA,Stronger_Sex_OA
subcortical_volume,CTQ_Abuse,female,Lcaud,-0.088 (0.073),0.229,0.536,No,189,-0.065 (0.029) *,0.0269,0.047,Yes,1164,-0.07 (0.034),0.0393,0.11,No,867,-0.088,-0.065,-0.07,,,0.9109875252022099,OA,0.043117273,female,0.574281083,female
subcortical_volume,CTQ_Abuse,female,Rcaud,-0.089 (0.073),0.224,0.536,No,189,-0.054 (0.029),0.0644,0.1,No,1164,-0.027 (0.034),0.433,0.673,No,867,-0.089,-0.054,-0.027,,,0.5472043279598919,YA,0.2682778661097047,female,0.8080444457857106,male
subcortical_volume,CTQ_Abuse,female,Lput,0.083 (0.073),0.256,0.536,No,189,-0.139 (0.029) *,2.05e-06,9.59e-06,Yes,1164,-0.155 (0.034) *,4.27e-06,5.98e-05,Yes,867,0.083,-0.139,-0.155,,,0.7158724518175996,OA,0.07454851,female,0.25504580657155973,female
subcortical_volume,CTQ_Abuse,female,Rput,0.081 (0.073),0.268,0.536,No,189,-0.106 (0.029) *,0.000274,0.000638,Yes,1164,-0.05 (0.034),0.145,0.338,No,867,0.081,-0.106,-0.05,,,0.209717854,YA,0.079713326,female,0.9254315726102287,male
subcortical_volume,CTQ_Abuse,female,Lpal,0.109 (0.073),0.136,0.536,No,189,0.164 (0.029) *,1.79e-08,1.26e-07,Yes,1164,0.146 (0.034) *,1.55e-05,0.000109,Yes,867,0.109,0.164,0.146,,,0.681443144,YA,0.64737111,female,0.5816909099457601,female
subcortical_volume,CTQ_Abuse,female,Rpal,0.066 (0.073),0.37,0.576,No,189,0.169 (0.029) *,6.17e-09,8.63e-08,Yes,1164,0.115 (0.034) *,0.000729,0.00255,Yes,867,0.066,0.169,0.115,,,0.21985138074518495,YA,0.965062858,male,0.9849087720536658,female
subcortical_volume,CTQ_Abuse,female,Lhippo,-0.029 (0.073),0.694,0.87,No,189,-0.08 (0.029) *,0.00653,0.0131,Yes,1164,-0.019 (0.034),0.568,0.746,No,867,-0.029,-0.08,-0.019,,,0.17338100627134256,YA,0.055143825834322646,female,0.20286102841304432,male
subcortical_volume,CTQ_Abuse,female,Rhippo,0.024 (0.073),0.745,0.87,No,189,-0.129 (0.029) *,1.09e-05,3.82e-05,Yes,1164,-0.038 (0.034),0.269,0.47,No,867,0.024,-0.129,-0.038,,,0.041247067,YA,0.008506035,female,0.3296046087455764,male
subcortical_volume,CTQ_Abuse,female,Lamyg,0.043 (0.073),0.557,0.78,No,189,0.033 (0.029),0.263,0.335,No,1164,0.019 (0.034),0.586,0.746,No,867,0.043,0.033,0.019,,,0.7551853255441705,YA,0.10584325458601596,male,0.021270262303245024,male
subcortical_volume,CTQ_Abuse,female,Ramyg,0.018 (0.073),0.809,0.871,No,189,0.04 (0.029),0.173,0.243,No,1164,-0.002 (0.034),0.942,0.942,No,867,0.018,0.04,-0.002,,,0.34965634923049116,YA,0.48250151019427223,female,0.026858037,male
subcortical_volume,CTQ_Abuse,female,Laccumb,0.066 (0.073),0.367,0.576,No,189,-0.017 (0.029),0.568,0.612,No,1164,-0.013 (0.034),0.695,0.748,No,867,0.066,-0.017,-0.013,,,0.9290446437275564,YA,0.5949128238965109,female,0.3409031640656697,male
subcortical_volume,CTQ_Abuse,female,Raccumb,0.084 (0.073),0.249,0.536,No,189,-0.0 (0.029),0.995,0.995,No,1164,0.038 (0.034),0.262,0.47,No,867,0.084,0,0.038,,,0.3974626844218434,OA,0.16625115169938143,male,0.8663394940839262,male
subcortical_volume,CTQ_Abuse,male,Lthal,-0.061 (0.079),0.442,0.619,No,160,0.126 (0.036) *,0.000556,0.00259,Yes,744,-0.026 (0.041),0.537,0.537,No,587,-0.061,0.126,-0.026,,,0.005793863,YA,0.000861418,male,0.43294799326005773,male
subcortical_volume,CTQ_Abuse,male,Rthal,-0.111 (0.079),0.162,0.378,No,160,0.1 (0.037) *,0.00632,0.0221,Yes,744,-0.034 (0.041),0.416,0.448,No,587,-0.111,0.1,-0.034,,,0.015184310985056015,YA,0.8297287143495962,female,0.001021065,female
subcortical_volume,CTQ_Abuse,male,Lcaud,0.112 (0.079),0.16,0.378,No,160,0.03 (0.037),0.419,0.733,No,744,-0.04 (0.041),0.336,0.412,No,587,0.112,0.03,-0.04,,,0.20565896381408022,OA,0.043117273,female,0.574281083,female
subcortical_volume,CTQ_Abuse,male,Rcaud,0.147 (0.079),0.0644,0.378,No,160,-0.002 (0.037),0.954,0.954,No,744,-0.04 (0.041),0.328,0.412,No,587,0.147,-0.002,-0.04,,,0.49200457465249503,OA,0.2682778661097047,female,0.8080444457857106,male
subcortical_volume,CTQ_Abuse,male,Lput,0.113 (0.079),0.154,0.378,No,160,-0.056 (0.037),0.126,0.293,No,744,-0.095 (0.041),0.0216,0.0605,No,587,0.113,-0.056,-0.095,,,0.47835965869546127,OA,0.07454851,female,0.25504580657155973,female
subcortical_volume,CTQ_Abuse,male,Rput,0.139 (0.079),0.0795,0.378,No,160,-0.024 (0.037),0.52,0.809,No,744,-0.055 (0.041),0.186,0.325,No,587,0.139,-0.024,-0.055,,,0.574692196,OA,0.079713326,female,0.9254315726102287,male
subcortical_volume,CTQ_Abuse,male,Lpal,-0.079 (0.079),0.323,0.57,No,160,0.143 (0.036) *,9.4e-05,0.000658,Yes,744,0.117 (0.041) *,0.00451,0.0268,Yes,587,-0.079,0.143,0.117,,,0.63266435,YA,0.64737111,female,0.5816909099457601,female
subcortical_volume,CTQ_Abuse,male,Rpal,0.035 (0.08),0.66,0.77,No,160,0.171 (0.036) *,2.76e-06,3.87e-05,Yes,744,0.114 (0.041) *,0.00574,0.0268,Yes,587,0.035,0.171,0.114,,,0.29290357867956174,YA,0.965062858,male,0.9849087720536658,female
subcortical_volume,CTQ_Abuse,male,Lhippo,0.116 (0.079),0.144,0.378,No,160,0.01 (0.037),0.79,0.942,No,744,-0.087 (0.041),0.0343,0.0686,No,587,0.116,0.01,-0.087,,,0.078921132,OA,0.055143825834322646,female,0.20286102841304432,male
subcortical_volume,CTQ_Abuse,male,Rhippo,0.072 (0.079),0.366,0.57,No,160,-0.006 (0.037),0.875,0.942,No,744,-0.09 (0.041),0.0297,0.0686,No,587,0.072,-0.006,-0.09,,,0.12789274245049853,OA,0.008506035,female,0.3296046087455764,male
subcortical_volume,CTQ_Abuse,male,Lamyg,0.018 (0.08),0.818,0.818,No,160,-0.043 (0.037),0.246,0.492,No,744,-0.104 (0.041) *,0.0121,0.0423,Yes,587,0.018,-0.043,-0.104,,,0.26754386476857683,OA,0.10584325458601596,male,0.021270262303245024,male
subcortical_volume,CTQ_Abuse,male,Ramyg,0.018 (0.08),0.817,0.818,No,160,0.007 (0.037),0.856,0.942,No,744,-0.12 (0.041) *,0.00354,0.0268,Yes,587,0.018,0.007,-0.12,,,0.021129990828186784,OA,0.48250151019427223,female,0.026858037,male
subcortical_volume,CTQ_Abuse,male,Laccumb,0.072 (0.079),0.366,0.57,No,160,0.008 (0.037),0.83,0.942,No,744,0.038 (0.041),0.353,0.412,No,587,0.072,0.008,0.038,,,0.5874813642560943,OA,0.5949128238965109,female,0.3409031640656697,male
subcortical_volume,CTQ_Abuse,male,Raccumb,0.044 (0.079),0.579,0.736,No,160,0.065 (0.037),0.0775,0.217,No,744,0.047 (0.041),0.256,0.398,No,587,0.044,0.065,0.047,,,0.744175209,YA,0.16625115169938143,male,0.8663394940839262,male
subcortical_volume,CTQ_Neglect,female,Lthal,0.011 (0.073),0.883,0.951,No,189,-0.032 (0.029),0.271,0.334,No,1164,0.024 (0.034),0.479,0.648,No,867,0.011,-0.032,0.024,,,0.21250011976220406,YA,0.035042242,male,0.069796025,male
subcortical_volume,CTQ_Neglect,female,Rthal,0.069 (0.073),0.345,0.874,No,189,0.064 (0.029),0.0296,0.0829,No,1164,0.096 (0.034) *,0.00464,0.0325,Yes,867,0.069,0.064,0.096,,,0.4734576547328413,OA,0.25001613678317924,female,0.001373038,female
subcortical_volume,CTQ_Neglect,female,Lcaud,-0.092 (0.073),0.207,0.725,No,189,-0.032 (0.029),0.271,0.334,No,1164,-0.087 (0.034) *,0.0106,0.0379,Yes,867,-0.092,-0.032,-0.087,,,0.219153529,OA,0.061063563,male,0.3205965844483645,female
subcortical_volume,CTQ_Neglect,female,Rcaud,-0.109 (0.073),0.134,0.725,No,189,-0.039 (0.029),0.178,0.312,No,1164,-0.086 (0.034) *,0.0108,0.0379,Yes,867,-0.109,-0.039,-0.086,,,0.29355098957254633,OA,0.11536431886053578,female,0.14948730739494787,female
subcortical_volume,CTQ_Neglect,female,Lput,0.042 (0.073),0.565,0.879,No,189,-0.073 (0.029) *,0.0128,0.0447,Yes,1164,-0.102 (0.034) *,0.00255,0.0325,Yes,867,0.042,-0.073,-0.102,,,0.5153880198637335,OA,0.077062482,female,0.063639549,female
subcortical_volume,CTQ_Neglect,female,Rput,0.017 (0.073),0.819,0.951,No,189,-0.047 (0.029),0.107,0.25,No,1164,-0.069 (0.034),0.0421,0.118,No,867,0.017,-0.047,-0.069,,,0.6232001777243126,OA,0.21710178020148785,female,0.10795368738102962,female
subcortical_volume,CTQ_Neglect,female,Lpal,-0.001 (0.073),0.988,0.988,No,189,0.114 (0.029) *,9.09e-05,0.000636,Yes,1164,0.057 (0.034),0.0941,0.204,No,867,-0.001,0.114,0.057,,,0.2011322738397303,YA,0.17717412590119475,female,0.8077749891993331,female
subcortical_volume,CTQ_Neglect,female,Rpal,-0.022 (0.073),0.764,0.951,No,189,0.124 (0.029) *,2.22e-05,0.00031,Yes,1164,0.032 (0.034),0.343,0.534,No,867,-0.022,0.124,0.032,,,0.039241194,YA,0.30236827901772134,female,0.7505825085530318,male
subcortical_volume,CTQ_Neglect,female,Lhippo,-0.096 (0.073),0.191,0.725,No,189,-0.042 (0.029),0.156,0.312,No,1164,0.022 (0.034),0.51,0.648,No,867,-0.096,-0.042,0.022,,,0.15414070951721093,YA,0.1479383393247542,female,0.2177132163946811,male
subcortical_volume,CTQ_Neglect,female,Rhippo,-0.057 (0.073),0.436,0.874,No,189,-0.092 (0.029) *,0.00168,0.00782,Yes,1164,0.013 (0.034),0.698,0.814,No,867,-0.057,-0.092,0.013,,,0.019140939,YA,0.049742190356561355,female,0.23926504699536588,male
subcortical_volume,CTQ_Neglect,female,Lamyg,0.026 (0.073),0.726,0.951,No,189,0.027 (0.029),0.361,0.388,No,1164,0.005 (0.034),0.884,0.884,No,867,0.026,0.027,0.005,,,0.6242809371551208,YA,0.6704790651312618,female,0.15533383725931316,male
subcortical_volume,CTQ_Neglect,female,Ramyg,-0.049 (0.073),0.499,0.874,No,189,0.034 (0.029),0.248,0.334,No,1164,-0.056 (0.034),0.102,0.204,No,867,-0.049,0.034,-0.056,,,0.044995265099279536,OA,0.5513274724590747,female,0.8366965268173101,male
subcortical_volume,CTQ_Neglect,female,Laccumb,0.112 (0.073),0.125,0.725,No,189,-0.031 (0.029),0.287,0.334,No,1164,-0.052 (0.034),0.125,0.219,No,867,0.112,-0.031,-0.052,,,0.6396315042447684,OA,0.19437984478119663,female,0.3130202910308699,female
subcortical_volume,CTQ_Neglect,female,Raccumb,0.055 (0.073),0.449,0.874,No,189,-0.006 (0.029),0.828,0.828,No,1164,-0.009 (0.034),0.797,0.858,No,867,0.055,-0.006,-0.009,,,0.9467617342158112,OA,0.4960665943891205,male,0.340847083,male
subcortical_volume,CTQ_Neglect,male,Lthal,0.003 (0.08),0.966,0.966,No,160,0.067 (0.037),0.0678,0.475,No,744,-0.073 (0.041),0.0784,0.367,No,587,0.003,0.067,-0.073,,,0.011268649,OA,0.035042242,male,0.069796025,male
subcortical_volume,CTQ_Neglect,male,Rthal,-0.091 (0.079),0.251,0.573,No,160,0.01 (0.037),0.782,0.934,No,744,-0.075 (0.041),0.0687,0.367,No,587,-0.091,0.01,-0.075,,,0.12388222559051298,OA,0.25001613678317924,female,0.001373038,female
subcortical_volume,CTQ_Neglect,male,Lcaud,0.085 (0.079),0.286,0.573,No,160,0.056 (0.037),0.124,0.579,No,744,-0.034 (0.041),0.408,0.571,No,587,0.085,0.056,-0.034,,,0.10357112401990487,YA,0.061063563,male,0.3205965844483645,female
subcortical_volume,CTQ_Neglect,male,Rcaud,0.12 (0.079),0.131,0.562,No,160,0.035 (0.037),0.341,0.842,No,744,-0.009 (0.041),0.828,0.96,No,587,0.12,0.035,-0.009,,,0.42636145462370023,YA,0.11536431886053578,female,0.14948730739494787,female
subcortical_volume,CTQ_Neglect,male,Lput,0.103 (0.079),0.196,0.562,No,160,0.01 (0.037),0.791,0.934,No,744,-0.003 (0.041),0.938,0.96,No,587,0.103,0.01,-0.003,,,0.8142530298773878,YA,0.077062482,female,0.063639549,female
subcortical_volume,CTQ_Neglect,male,Rput,0.118 (0.079),0.136,0.562,No,160,0.011 (0.037),0.769,0.934,No,744,0.017 (0.041),0.673,0.856,No,587,0.118,0.011,0.017,,,0.9136356275711297,OA,0.21710178020148785,female,0.10795368738102962,female
subcortical_volume,CTQ_Neglect,male,Lpal,-0.122 (0.079),0.123,0.562,No,160,0.051 (0.037),0.168,0.587,No,744,0.044 (0.041),0.287,0.479,No,587,-0.122,0.051,0.044,,,0.899105824,YA,0.17717412590119475,female,0.8077749891993331,female
subcortical_volume,CTQ_Neglect,male,Rpal,0.01 (0.08),0.903,0.966,No,160,0.076 (0.037),0.0393,0.475,No,744,0.049 (0.041),0.232,0.479,No,587,0.01,0.076,0.049,,,0.6242121646527323,YA,0.30236827901772134,female,0.7505825085530318,male
subcortical_volume,CTQ_Neglect,male,Lhippo,0.073 (0.079),0.359,0.623,No,160,0.026 (0.037),0.475,0.842,No,744,-0.044 (0.041),0.288,0.479,No,587,0.073,0.026,-0.044,,,0.20563352393902212,OA,0.1479383393247542,female,0.2177132163946811,male
subcortical_volume,CTQ_Neglect,male,Rhippo,0.102 (0.079),0.201,0.562,No,160,-0.0 (0.037),0.993,0.993,No,744,-0.05 (0.041),0.227,0.479,No,587,0.102,0,-0.05,,,0.3658061390462448,OA,0.049742190356561355,female,0.23926504699536588,male
subcortical_volume,CTQ_Neglect,male,Lamyg,-0.067 (0.079),0.401,0.623,No,160,0.007 (0.037),0.854,0.934,No,744,-0.071 (0.041),0.0859,0.367,No,587,-0.067,0.007,-0.071,,,0.15801324049097776,OA,0.6704790651312618,female,0.15533383725931316,male
subcortical_volume,CTQ_Neglect,male,Ramyg,0.033 (0.08),0.676,0.852,No,160,0.006 (0.037),0.867,0.934,No,744,-0.067 (0.041),0.105,0.367,No,587,0.033,0.006,-0.067,,,0.1864753037291247,OA,0.5513274724590747,female,0.8366965268173101,male
subcortical_volume,CTQ_Neglect,male,Laccumb,0.027 (0.08),0.73,0.852,No,160,0.03 (0.037),0.41,0.842,No,744,0.002 (0.041),0.96,0.96,No,587,0.027,0.03,0.002,,,0.6127300937576228,YA,0.19437984478119663,female,0.3130202910308699,female
subcortical_volume,CTQ_Neglect,male,Raccumb,0.028 (0.08),0.725,0.852,No,160,0.026 (0.037),0.481,0.842,No,744,0.042 (0.041),0.308,0.479,No,587,0.028,0.026,0.042,,,0.7722035453093854,OA,0.4960665943891205,male,0.340847083,male
surface_area,CTQ_Abuse,female,L_bankssts_surfavg,0.133 (0.072),0.0681,0.579,No,189,-0.085 (0.029) *,0.00368,0.0115,Yes,1163,-0.022 (0.034),0.511,0.633,No,864,0.133,-0.085,-0.022,,,0.16001910955252363,YA,0.4944790613668193,female,0.7940044569159226,male
surface_area,CTQ_Abuse,female,L_caudalanteriorcingulate_surfavg,-0.035 (0.073),0.631,0.938,No,189,-0.065 (0.029),0.0263,0.0508,No,1163,-0.053 (0.034),0.12,0.24,No,864,-0.035,-0.065,-0.053,,,0.7889302461084873,YA,0.014437429409595248,female,0.420297122,male
surface_area,CTQ_Abuse,female,L_caudalmiddlefrontal_surfavg,0.022 (0.073),0.759,0.938,No,189,-0.065 (0.029),0.0269,0.0508,No,1163,-0.067 (0.034),0.0498,0.117,No,864,0.022,-0.065,-0.067,,,0.9643820254579807,OA,0.19429079929267923,female,0.5131792109345288,female
surface_area,CTQ_Abuse,female,L_cuneus_surfavg,0.092 (0.073),0.21,0.812,No,189,0.01 (0.029),0.736,0.834,No,1163,-0.025 (0.034),0.471,0.61,No,864,0.092,0.01,-0.025,,,0.4364584955744526,OA,0.8317382463914824,female,0.1510397364860252,male
surface_area,CTQ_Abuse,female,L_entorhil_surfavg,-0.147 (0.072),0.0431,0.579,No,189,0.026 (0.029),0.38,0.528,No,1163,0.104 (0.034) *,0.00213,0.0145,Yes,864,-0.147,0.026,0.104,,,0.081467968,OA,0.9830370571030032,male,0.2937612002375647,female
surface_area,CTQ_Abuse,female,L_fusiform_surfavg,0.086 (0.073),0.237,0.812,No,189,-0.101 (0.029) *,0.000592,0.00314,Yes,1163,-0.026 (0.034),0.451,0.61,No,864,0.086,-0.101,-0.026,,,0.093967204,YA,0.27569992986698755,female,0.30527496741773175,male
surface_area,CTQ_Abuse,female,L_inferiorparietal_surfavg,0.055 (0.073),0.449,0.893,No,189,-0.079 (0.029) *,0.00737,0.0193,Yes,1163,-0.048 (0.034),0.156,0.282,No,864,0.055,-0.079,-0.048,,,0.4889441063633022,YA,0.7812665836743107,female,0.332191345,female
surface_area,CTQ_Abuse,female,L_inferiortemporal_surfavg,-0.189 (0.072),0.00909,0.378,No,189,0.075 (0.029) *,0.01,0.0252,Yes,1163,0.071 (0.034),0.037,0.105,No,864,-0.189,0.075,0.071,,,0.928765492,YA,0.4058136156068488,female,0.21789655635155936,female
surface_area,CTQ_Abuse,female,L_isthmuscingulate_surfavg,0.055 (0.073),0.45,0.893,No,189,-0.07 (0.029) *,0.0173,0.0356,Yes,1163,-0.021 (0.034),0.532,0.646,No,864,0.055,-0.07,-0.021,,,0.2749340000166518,YA,0.15388103216210114,female,0.21029969885459465,male
surface_area,CTQ_Abuse,female,L_lateraloccipital_surfavg,0.141 (0.072),0.0523,0.579,No,189,0.089 (0.029) *,0.0023,0.00824,Yes,1163,0.072 (0.034),0.0352,0.104,No,864,0.141,0.089,0.072,,,0.7036549345936542,YA,0.897808965,female,0.42169729851887716,female
surface_area,CTQ_Abuse,female,L_lateralorbitofrontal_surfavg,-0.093 (0.073),0.203,0.812,No,189,0.011 (0.029),0.705,0.827,No,1163,0.064 (0.034),0.0601,0.128,No,864,-0.093,0.011,0.064,,,0.23794095216467914,OA,0.3953001504359466,male,0.7648600832469583,female
surface_area,CTQ_Abuse,female,L_lingual_surfavg,-0.064 (0.073),0.38,0.888,No,189,0.023 (0.029),0.433,0.567,No,1163,-0.019 (0.034),0.587,0.676,No,864,-0.064,0.023,-0.019,,,0.35039772191875795,YA,0.18757270603673315,male,0.06458753,male
surface_area,CTQ_Abuse,female,L_medialorbitofrontal_surfavg,-0.077 (0.073),0.291,0.824,No,189,0.096 (0.029) *,0.00107,0.00464,Yes,1163,0.066 (0.034),0.0514,0.117,No,864,-0.077,0.096,0.066,,,0.5019856500553093,YA,0.092037858,female,0.5253126028634469,female
surface_area,CTQ_Abuse,female,L_middletemporal_surfavg,0.018 (0.073),0.801,0.946,No,189,0.082 (0.029) *,0.00492,0.0139,Yes,1163,0.121 (0.034) *,0.000353,0.00343,Yes,864,0.018,0.082,0.121,,,0.38096064564869025,OA,0.18645098859547016,female,0.3468980090186511,female
surface_area,CTQ_Abuse,female,L_parahippocampal_surfavg,-0.153 (0.072),0.036,0.579,No,189,-0.109 (0.029) *,0.000185,0.00126,Yes,1163,-0.036 (0.034),0.297,0.448,No,864,-0.153,-0.109,-0.036,,,0.10265019741464565,YA,0.4662323811637794,female,0.30524106890223335,female
surface_area,CTQ_Abuse,female,L_paracentral_surfavg,0.085 (0.073),0.246,0.812,No,189,0.005 (0.029),0.854,0.922,No,1163,-0.041 (0.034),0.227,0.359,No,864,0.085,0.005,-0.041,,,0.30625542467796274,OA,0.3075389235604402,male,0.2160331979717749,male
surface_area,CTQ_Abuse,female,L_parsopercularis_surfavg,-0.016 (0.073),0.827,0.952,No,189,-0.093 (0.029) *,0.00156,0.00589,Yes,1163,-0.086 (0.034) *,0.0116,0.044,Yes,864,-0.016,-0.093,-0.086,,,0.8753472416307222,YA,0.000478153,female,0.3997230109091372,female
surface_area,CTQ_Abuse,female,L_parsorbitalis_surfavg,-0.061 (0.073),0.405,0.888,No,189,0.114 (0.029) *,9.75e-05,0.000737,Yes,1163,0.113 (0.034) *,0.000848,0.00641,Yes,864,-0.061,0.114,0.113,,,0.9820327403856559,YA,0.3633147264746075,male,0.3771889369790755,female
surface_area,CTQ_Abuse,female,L_parstriangularis_surfavg,-0.05 (0.073),0.491,0.927,No,189,-0.009 (0.029),0.756,0.839,No,1163,-0.009 (0.034),0.783,0.831,No,864,-0.05,-0.009,-0.009,,,1,equal,0.11544101524285755,male,0.1980365563968487,male
surface_area,CTQ_Abuse,female,L_pericalcarine_surfavg,0.089 (0.073),0.225,0.812,No,189,0.032 (0.029),0.272,0.385,No,1163,-0.083 (0.034),0.0143,0.0511,No,864,0.089,0.032,-0.083,,,0.010437304,OA,0.30768276432219954,female,0.019626903,female
surface_area,CTQ_Abuse,female,L_postcentral_surfavg,0.018 (0.073),0.807,0.946,No,189,-0.048 (0.029),0.102,0.166,No,1163,-0.067 (0.034),0.0478,0.116,No,864,0.018,-0.048,-0.067,,,0.6717176494461319,OA,0.5657134075201895,female,0.9701396694392213,female
surface_area,CTQ_Abuse,female,L_posteriorcingulate_surfavg,-0.023 (0.073),0.757,0.938,No,189,-0.046 (0.029),0.118,0.187,No,1163,-0.004 (0.034),0.896,0.896,No,864,-0.023,-0.046,-0.004,,,0.35009821185616086,YA,0.4566885989006477,female,0.027083417,male
surface_area,CTQ_Abuse,female,L_precentral_surfavg,-0.039 (0.073),0.597,0.938,No,189,-0.06 (0.029),0.0416,0.0726,No,1163,-0.069 (0.034),0.0437,0.114,No,864,-0.039,-0.06,-0.069,,,0.840768259,OA,0.06129155,female,0.23220932343114065,female
surface_area,CTQ_Abuse,female,L_precuneus_surfavg,-0.003 (0.073),0.963,0.969,No,189,-0.042 (0.029),0.157,0.242,No,1163,-0.086 (0.034) *,0.0113,0.044,Yes,864,-0.003,-0.042,-0.086,,,0.32594093851120043,OA,0.33692683562579817,male,0.8806934499549839,female
surface_area,CTQ_Abuse,female,L_rostralanteriorcingulate_surfavg,-0.093 (0.073),0.201,0.812,No,189,-0.06 (0.029),0.04,0.0716,No,1163,-0.074 (0.034),0.0293,0.0907,No,864,-0.093,-0.06,-0.074,,,0.7545585069504179,OA,0.29713111700881867,female,0.5009186244372812,female
surface_area,CTQ_Abuse,female,L_rostralmiddlefrontal_surfavg,-0.082 (0.073),0.263,0.812,No,189,-0.003 (0.029),0.91,0.952,No,1163,-0.048 (0.034),0.158,0.282,No,864,-0.082,-0.003,-0.048,,,0.3167355641315073,OA,0.092646707,male,0.985097212,male
surface_area,CTQ_Abuse,female,L_superiorfrontal_surfavg,0.003 (0.073),0.965,0.969,No,189,0.038 (0.029),0.192,0.283,No,1163,0.043 (0.034),0.205,0.34,No,864,0.003,0.038,0.043,,,0.9113507927882374,OA,0.7177145276445589,female,0.7652968135972338,female
surface_area,CTQ_Abuse,female,L_superiorparietal_surfavg,0.023 (0.073),0.753,0.938,No,189,-0.014 (0.029),0.626,0.746,No,1163,-0.047 (0.034),0.17,0.288,No,864,0.023,-0.014,-0.047,,,0.4627333445610904,OA,0.5515696749493364,male,0.3909715620021257,female
surface_area,CTQ_Abuse,female,L_superiortemporal_surfavg,-0.062 (0.073),0.396,0.888,No,189,0.071 (0.029) *,0.016,0.035,Yes,1163,0.078 (0.034),0.0218,0.0707,No,864,-0.062,0.071,0.078,,,0.8756530934403748,OA,0.48187492295711865,female,0.6003052826239952,female
surface_area,CTQ_Abuse,female,L_supramargil_surfavg,-0.003 (0.073),0.967,0.969,No,189,-0.017 (0.029),0.571,0.706,No,1163,0.07 (0.034),0.0394,0.107,No,864,-0.003,-0.017,0.07,,,0.052790466349160514,OA,0.7660950955161194,female,0.5373813580461446,female
surface_area,CTQ_Abuse,female,L_frontalpole_surfavg,-0.056 (0.073),0.443,0.893,No,189,0.219 (0.029) *,4.5e-14,3.06e-12,Yes,1163,0.199 (0.033) *,3.32e-09,1.13e-07,Yes,864,-0.056,0.219,0.199,,,0.6419777839690839,YA,0.059164635,female,0.008313328,female
surface_area,CTQ_Abuse,female,L_temporalpole_surfavg,-0.078 (0.073),0.284,0.824,No,189,0.101 (0.029) *,0.000592,0.00314,Yes,1163,0.16 (0.034) *,2.44e-06,5.54e-05,Yes,864,-0.078,0.101,0.16,,,0.181961755,OA,0.36905764614636816,female,0.4470068569104353,female
surface_area,CTQ_Abuse,female,L_transversetemporal_surfavg,-0.112 (0.073),0.124,0.771,No,189,-0.024 (0.029),0.407,0.553,No,1163,-0.005 (0.034),0.89,0.896,No,864,-0.112,-0.024,-0.005,,,0.6726752216991307,YA,0.717884823,female,0.7513492629778715,male
surface_area,CTQ_Abuse,female,L_insula_surfavg,-0.042 (0.073),0.567,0.938,No,189,0.015 (0.029),0.599,0.728,No,1163,0.022 (0.034),0.512,0.633,No,864,-0.042,0.015,0.022,,,0.8762956975482126,OA,0.8317258137820631,female,0.9257361372427331,female
surface_area,CTQ_Abuse,female,R_bankssts_surfavg,0.024 (0.073),0.74,0.938,No,189,-0.085 (0.029) *,0.00365,0.0115,Yes,1163,-0.013 (0.034),0.709,0.791,No,864,0.024,-0.085,-0.013,,,0.10846220599516432,YA,0.45228782915578924,male,0.23190200393563076,male
surface_area,CTQ_Abuse,female,R_caudalanteriorcingulate_surfavg,0.03 (0.073),0.683,0.938,No,189,-0.096 (0.029) *,0.00109,0.00464,Yes,1163,0.017 (0.034),0.615,0.697,No,864,0.03,-0.096,0.017,,,0.011780070634287876,YA,0.033092625,female,0.198191254,male
surface_area,CTQ_Abuse,female,R_caudalmiddlefrontal_surfavg,-0.024 (0.073),0.74,0.938,No,189,-0.01 (0.029),0.729,0.834,No,1163,-0.067 (0.034),0.0473,0.116,No,864,-0.024,-0.01,-0.067,,,0.20431251602179779,OA,0.2175413727764779,male,0.3409783473098993,female
surface_area,CTQ_Abuse,female,R_cuneus_surfavg,0.109 (0.073),0.135,0.771,No,189,0.062 (0.029),0.0339,0.0623,No,1163,-0.02 (0.034),0.551,0.646,No,864,0.109,0.062,-0.02,,,0.068042872,YA,0.26850752610512263,female,0.2879811536925079,male
surface_area,CTQ_Abuse,female,R_entorhil_surfavg,-0.135 (0.072),0.0642,0.579,No,189,0.138 (0.029) *,2.19e-06,2.12e-05,Yes,1163,0.097 (0.034) *,0.00416,0.0235,Yes,864,-0.135,0.138,0.097,,,0.355306626,YA,0.039592714,female,0.4310846083066713,female
surface_area,CTQ_Abuse,female,R_fusiform_surfavg,-0.105 (0.073),0.15,0.783,No,189,-0.116 (0.029) *,7.6e-05,0.000646,Yes,1163,-0.025 (0.034),0.465,0.61,No,864,-0.105,-0.116,-0.025,,,0.041900005,YA,0.095318146,female,0.23282735735097448,male
